#timestamp(us) angle(°)
47	0
86	0
99	0
103	0
107	0
110	0
113	0
115	0
118	0
121	0
124	0
126	0
129	0
132	0
134	0
137	0
140	0
143	0
146	0
148	0
152	0
155	0
160	0
163	0
166	0
169	0
171	0
174	0
177	0
179	0
182	0
185	0
188	0
190	0
197	0
201	0
204	0
206	0
209	0
212	0
216	0
222	0
225	0
228	0
231	0
234	0
237	0
240	0
242	0
245	0
248	0
251	0
253	0
256	0
259	0
262	0
264	0
267	0
270	0
273	0
276	0
278	0
281	0
285	0
297	0
300	0
303	0
305	0
308	0
311	0
313	0
316	0
319	0
322	0
325	0
330	0
333	0
336	0
338	0
341	0
343	0
346	0
348	0
351	0
353	0
356	0
358	0
361	0
364	0
366	0
369	0
371	0
374	0
376	0
379	0
382	0
384	0
387	0
390	0
392	0
395	0
397	0
400	0
402	0
405	0
408	0
412	0
415	0
418	0
421	0
423	0
426	0
428	0
431	0
433	0
437	0
440	0
446	0
449	0
452	0
454	0
457	0
460	0
5263	355.244
10285	355.24
15407	355.238
20335	355.234
25282	355.23
30347	355.228
35337	355.227
40286	355.227
45412	355.227
50332	355.224
55285	355.22
60403	355.212
65343	355.202
70281	355.188
75413	355.162
80333	355.12
85278	355.081
90409	355.063
95335	355.048
100278	355.02
105403	354.964
110338	354.896
115287	354.843
120402	354.803
125281	354.759
130284	354.696
135400	354.617
140360	354.558
145303	354.478
150405	354.384
155352	354.298
160307	354.189
165402	354.093
170367	354.011
175279	353.922
180281	353.823
185358	353.712
190322	353.607
195280	353.499
200278	353.38
205229	353.262
210278	353.107
215406	352.972
220319	352.861
225265	352.739
230416	352.614
235315	352.478
240286	352.318
245409	352.177
250325	352.048
255279	351.923
260410	351.794
265316	351.632
270292	351.475
275409	351.335
280315	351.207
285288	351.084
290365	350.909
295338	350.759
300256	350.61
305405	350.465
310329	350.323
315344	350.158
320333	350.001
325327	349.834
330286	349.689
335420	349.543
340334	349.384
345204	349.238
350389	349.078
355354	348.923
360221	348.747
365417	348.566
370412	348.41
375355	348.261
380472	348.103
385412	347.932
390371	347.783
395473	347.619
400426	347.467
405348	347.294
410508	347.148
415431	346.999
420349	346.859
425297	346.699
430442	346.517
435345	346.362
440282	346.173
445424	346.022
450380	345.864
455309	345.719
460424	345.568
465361	345.433
470300	345.288
475434	345.124
480368	344.964
485251	344.804
490356	344.677
495319	344.542
500273	344.414
505352	344.284
510230	344.136
515277	343.972
520422	343.825
525377	343.669
530363	343.532
535478	343.402
540382	343.283
545361	343.161
550470	343.026
555372	342.901
560348	342.778
565477	342.648
570402	342.519
575358	342.349
580472	342.194
585390	342.067
590359	341.947
595469	341.829
600381	341.666
605355	341.516
610482	341.381
615387	341.241
620350	341.118
625470	340.985
630302	340.839
635279	340.72
640395	340.595
645315	340.488
650270	340.373
655401	340.242
660304	340.108
665270	339.979
670398	339.849
675323	339.704
680282	339.577
685431	339.438
690322	339.321
695277	339.205
700345	339.086
705264	338.975
710264	338.845
715413	338.704
720306	338.584
725268	338.454
730350	338.325
735330	338.195
740243	338.057
745395	337.934
750324	337.833
755267	337.694
760397	337.578
765322	337.432
770292	337.283
775376	337.166
780314	337.042
785282	336.916
790396	336.79
795299	336.643
800301	336.506
805255	336.396
810325	336.274
815288	336.158
820204	336.029
825328	335.878
830296	335.739
835182	335.577
840263	335.461
845205	335.344
850141	335.213
855277	335.078
860193	334.945
865124	334.802
870248	334.675
875195	334.55
880355	334.393
885248	334.261
890189	334.108
895333	333.977
900248	333.837
905199	333.687
910329	333.525
915244	333.382
920194	333.242
925323	333.079
930248	332.912
935196	332.764
940122	332.629
945234	332.49
950194	332.319
955121	332.165
960255	332.014
965190	331.861
970115	331.696
975322	331.512
980345	331.306
985275	331.154
990390	331.008
995342	330.836
1000218	330.671
1005403	330.495
1010350	330.336
1015267	330.163
1020401	329.996
1025195	329.824
1030113	329.67
1035240	329.508
1040190	329.331
1045230	329.151
1050326	328.988
1055337	328.811
1060272	328.605
1065393	328.443
1070338	328.283
1075155	328.118
1080403	327.934
1085303	327.761
1090233	327.585
1095288	327.412
1100213	327.226
1105368	327.08
1110351	326.926
1115278	326.776
1120190	326.585
1125274	326.414
1130287	326.235
1135211	326.032
1140272	325.843
1145281	325.67
1150141	325.499
1155264	325.339
1160221	325.131
1165198	324.929
1170271	324.735
1175228	324.559
1180240	324.375
1185338	324.188
1190287	324.005
1195259	323.815
1200163	323.598
1205290	323.394
1210250	323.22
1215185	323.029
1220243	322.813
1225244	322.626
1230195	322.434
1235255	322.189
1240278	321.987
1245264	321.807
1250382	321.617
1255325	321.427
1260233	321.23
1265395	321.03
1270321	320.823
1275274	320.614
1280379	320.426
1285341	320.244
1290277	320.015
1295307	319.808
1300242	319.608
1305223	319.393
1310265	319.202
1315236	319.027
1320294	318.857
1325422	318.66
1330310	318.466
1335283	318.262
1340432	318.046
1345347	317.852
1350294	317.673
1355417	317.511
1360222	317.324
1365215	317.133
1370339	316.896
1375293	316.694
1380245	316.486
1385170	316.306
1390270	316.14
1395262	315.95
1400162	315.743
1405236	315.533
1410250	315.344
1415173	315.139
1420244	314.943
1425264	314.758
1430111	314.58
1435235	314.381
1440185	314.161
1445112	313.924
1450366	313.712
1455185	313.515
1460134	313.333
1465235	313.148
1470184	312.929
1475112	312.727
1480233	312.536
1485197	312.326
1490133	312.131
1495260	311.944
1500194	311.765
1505140	311.547
1510259	311.337
1515184	311.145
1520135	310.972
1525258	310.748
1530208	310.567
1535133	310.395
1540083	310.214
1545237	310.025
1550130	309.838
1555083	309.667
1560217	309.489
1565184	309.302
1570096	309.113
1575208	308.941
1580186	308.753
1585090	308.579
1590209	308.403
1595181	308.239
1600106	308.059
1605216	307.845
1610158	307.667
1615111	307.495
1620207	307.301
1625267	307.132
1630108	306.96
1635231	306.799
1640183	306.604
1645107	306.423
1650231	306.229
1655182	306.076
1660115	305.889
1665237	305.709
1670181	305.527
1675109	305.329
1680232	305.124
1685197	304.927
1690110	304.74
1695234	304.571
1700181	304.389
1705106	304.215
1710233	304.04
1715181	303.875
1720157	303.677
1725286	303.5
1730236	303.336
1735163	303.181
1740284	303.011
1745273	302.86
1750157	302.667
1755227	302.503
1760224	302.296
1765172	302.117
1770237	301.955
1775185	301.813
1780160	301.658
1785306	301.49
1790257	301.32
1795161	301.153
1800291	300.985
1805235	300.793
1810142	300.621
1815283	300.463
1820211	300.327
1825167	300.167
1830310	299.959
1835225	299.771
1840167	299.599
1845306	299.415
1850260	299.249
1855160	299.089
1860238	298.942
1865183	298.776
1870106	298.601
1875294	298.424
1880202	298.248
1885109	298.067
1890235	297.895
1895184	297.734
1900126	297.584
1905237	297.409
1910190	297.186
1915217	297.011
1920160	296.838
1925261	296.658
1930216	296.486
1935164	296.331
1940237	296.186
1945211	296.029
1950167	295.837
1955273	295.661
1960184	295.493
1965082	295.346
1970216	295.188
1975130	295.035
1980161	294.882
1985270	294.731
1990262	294.554
1995177	294.383
2000287	294.219
2005260	294.06
2010151	293.92
2015290	293.773
2020219	293.623
2025159	293.479
2030209	293.328
2035179	293.176
2040099	293.006
2045224	292.856
2050177	292.705
2055195	292.572
2060249	292.419
2065260	292.22
2070220	292.081
2075206	291.939
2080248	291.801
