#timestamp(us) rx(rad s^-1) ry(rad s^-1) rz(rad s^-1) ax(m s^-2) ay(m s^-2) az(m s^-2)
984844,-0.155428,0.478615,0.431692,-0.424168,-7.48976,-5.14955
985455,-0.156046,0.480296,0.433113,-0.443157,-7.49701,-5.17407
986077,-0.156649,0.478102,0.436559,-0.443271,-7.47625,-5.19087
986688,-0.158496,0.477921,0.432233,-0.414697,-7.48807,-5.21594
987300,-0.160341,0.47803,0.431018,-0.433656,-7.49851,-5.20752
987911,-0.159115,0.477751,0.427908,-0.467001,-7.48489,-5.20126
988522,-0.159734,0.47991,0.430614,-0.457633,-7.45691,-5.19353
989144,-0.162195,0.480618,0.429467,-0.414879,-7.44467,-5.12098
989755,-0.160356,0.481426,0.427709,-0.386214,-7.47052,-5.10001
990366,-0.159735,0.480036,0.429397,-0.38626,-7.4635,-5.12304
990977,-0.161571,0.477125,0.427841,-0.338695,-7.47051,-5.14763
991588,-0.164643,0.476682,0.425949,-0.329109,-7.48759,-5.16848
992211,-0.163408,0.474818,0.426353,-0.348275,-7.46079,-5.19887
992822,-0.165244,0.472864,0.427365,-0.362702,-7.43016,-5.21935
993433,-0.164622,0.470454,0.427092,-0.400676,-7.44067,-5.21091
994044,-0.164008,0.471479,0.429053,-0.405452,-7.43841,-5.23443
994655,-0.164627,0.473222,0.429866,-0.410378,-7.40483,-5.23559
995266,-0.164017,0.474914,0.431287,-0.405589,-7.40847,-5.19795
995877,-0.164633,0.475034,0.430071,-0.405497,-7.42695,-5.20468
996488,-0.16464,0.476431,0.428382,-0.395883,-7.44921,-5.22133
997111,-0.165872,0.477628,0.428519,-0.386355,-7.45345,-5.22655
997722,-0.164026,0.477871,0.432236,-0.381713,-7.43068,-5.21462
998333,-0.162182,0.476931,0.429666,-0.339029,-7.41114,-5.21736
998944,-0.161568,0.476936,0.429666,-0.334279,-7.41066,-5.22207
999555,-0.163408,0.476732,0.431491,-0.38651,-7.42169,-5.2089
1000155,-0.161561,0.476912,0.435816,-0.358022,-7.41349,-5.19381
1000766,-0.162787,0.475756,0.435072,-0.310567,-7.39575,-5.17773
1001377,-0.162173,0.475825,0.434464,-0.320044,-7.40343,-5.19755
1001988,-0.162788,0.475403,0.432571,-0.348573,-7.40507,-5.23096
1002600,-0.160945,0.47542,0.43257,-0.358149,-7.39136,-5.22472
1003211,-0.163404,0.476896,0.435817,-0.358142,-7.39426,-5.24405
1003822,-0.161561,0.478348,0.43967,-0.353308,-7.41381,-5.28893
1004444,-0.157882,0.481212,0.441834,-0.334307,-7.40992,-5.27904
1005055,-0.157896,0.485981,0.442988,-0.367621,-7.40393,-5.29261
1005666,-0.156676,0.489906,0.446505,-0.372465,-7.38348,-5.25714
1006277,-0.157295,0.492606,0.449888,-0.334739,-7.32026,-5.21717
1006888,-0.158532,0.496988,0.454691,-0.358448,-7.33118,-5.20404
1007500,-0.154238,0.498838,0.454894,-0.38672,-7.38199,-5.22368
1008122,-0.15241,0.504165,0.456723,-0.39611,-7.40769,-5.25493
1008733,-0.150572,0.505515,0.455642,-0.381789,-7.41602,-5.21781
1009344,-0.151793,0.505417,0.462401,-0.339195,-7.376,-5.18508
1009955,-0.154872,0.509241,0.466529,-0.334473,-7.37034,-5.19399
1010566,-0.149343,0.510247,0.469096,-0.343636,-7.43756,-5.19164
1011177,-0.14935,0.513079,0.471262,-0.334127,-7.43998,-5.21569
1011800,-0.154884,0.514778,0.472077,-0.29615,-7.43191,-5.24817
1012411,-0.152429,0.516361,0.474713,-0.291209,-7.46931,-5.25692
1013022,-0.150591,0.519146,0.477486,-0.319861,-7.44483,-5.26377
1013633,-0.149361,0.520467,0.482556,-0.3438,-7.40933,-5.23617
1014244,-0.150595,0.522683,0.484654,-0.343907,-7.38703,-5.21953
1014855,-0.151835,0.527253,0.487633,-0.334222,-7.42104,-5.21367
1015466,-0.147537,0.52748,0.485806,-0.353253,-7.41729,-5.20373
1016088,-0.150615,0.530699,0.489866,-0.358114,-7.39501,-5.18708
1016700,-0.151849,0.533936,0.493925,-0.353144,-7.43315,-5.13886
1017311,-0.149392,0.533001,0.491354,-0.362613,-7.43729,-5.0965
1017922,-0.147541,0.53108,0.492366,-0.376942,-7.4236,-5.09027
1018544,-0.147542,0.530664,0.490473,-0.372321,-7.39854,-5.10186
1019155,-0.148757,0.527319,0.493174,-0.386598,-7.39477,-5.09193
1019766,-0.149362,0.524772,0.494118,-0.419698,-7.43339,-5.13879
1020377,-0.148743,0.523985,0.495874,-0.433846,-7.46309,-5.22751
1020988,-0.149352,0.522709,0.496346,-0.476598,-7.46889,-5.21855
1021600,-0.15058,0.521679,0.494386,-0.495587,-7.4717,-5.1903
1022222,-0.151189,0.52034,0.495466,-0.495493,-7.48374,-5.11552
1022833,-0.152433,0.524745,0.494119,-0.557313,-7.47969,-5.11024
1023444,-0.154281,0.526956,0.496217,-0.600416,-7.41984,-5.13706
1024055,-0.151824,0.526021,0.493647,-0.624065,-7.43915,-5.08679
1024666,-0.150599,0.526762,0.492498,-0.656978,-7.51073,-5.08962
1025277,-0.153066,0.528387,0.488378,-0.642631,-7.5307,-5.12981
1025900,-0.153692,0.531049,0.486218,-0.619004,-7.50466,-5.15084
